あ, 0, 1, 1
い, 0, 21, 10
う, 0, 8, 5
え, 0, 5, 2
お, 0, 1, 1
か, 0, 6, 4
き
く, 0, 4, 3
け
こ, 0, 4, 1
さ, 0, 2, 1
し, 0, 6, 3
す
せ, 0, 1, 1
そ, 0, 7, 3
た, 0, 16, 8
ち, 0, 5, 3
つ, 0, 4, 2
て, 0, 3, 1
と, 0, 5, 1
な
に, 0, 1, 1
ぬ
ね, 0, 1, 1
の, 0, 3, 2
は
ひ
ふ
へ, 0, 4, 2
ほ, 0, 9, 3
ま, 0, 7, 2
み, 0, 1, 1
む
め, 0, 7, 3
も, 0, 2, 1
や
ゆ, 0, 2, 1
よ
ら
り, 0, 4, 2
る, 0, 10, 3
れ
ろ, 0, 1, 1
わ, 0, 1, 1
ん, 0, 12, 8
